identifier,asset_type,instruction,eligible_for_bounty,eligible_for_submission,availability_requirement,confidentiality_requirement,integrity_requirement,max_severity,system_tags,created_at,updated_at
function-getserviceactionform.drivetune.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
equipmentmanagement.drives.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
ds-ci02.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:16 UTC,2025-03-31 17:15:16 UTC
auth.stg.optifact.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:01 UTC,2025-08-04 14:58:01 UTC
*.motion.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:32:39 UTC,2025-03-26 09:05:41 UTC
login.cn.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
qa-lp-global-plm.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:31 UTC,2025-09-08 07:18:31 UTC
industrysolutions-ims.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:06 UTC,2025-09-08 07:12:06 UTC
my-visit.visitor-management.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
resi-commercial.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-18 07:13:05 UTC,2025-08-18 07:13:05 UTC
b2bmessage.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:01 UTC,2025-08-04 14:58:01 UTC
api-cr01.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
idp.icare.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
cylon-planner-mechanical.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
kf.newenergy.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
operations.evcharging.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
motorswechat.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
benner.br.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
gitlab.au.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:58 UTC,2025-09-08 07:11:58 UTC
marine.equipmentmanagement.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
beyondconnected.applicationnote.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
buildingproductdesign.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
chargers.evcharging.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
operator-wellbeing.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
cdn.productimages.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
ng.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
oversea.01.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
elis-secure.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
connectedservices.amr.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
amer01.multiscan.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
abbtm.fi.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
pl.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
co.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:38 UTC,2025-09-04 06:25:38 UTC
access-management.drives.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
ps.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
apim.cn3.acc.ebusiness.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
collab-edge.lu.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
eumotionchannelpartnerconference2023.events.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
pilot1.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
*.busch-jaeger.de,WILDCARD,,false,true,,,,critical,,2023-11-29 07:26:51 UTC,2025-07-14 07:25:19 UTC
nz.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
driveinsight.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:16 UTC,2025-03-31 17:15:16 UTC
measurementservice.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
prntrelay1.baldor.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
origin-65igqkk6ho-online.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
mcstaging2.webshop.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
imageservice.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
oem.drives.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
catalog.industrialsolutions.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
qms.lmg.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-18 07:13:05 UTC,2025-08-18 07:13:05 UTC
eg.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:06 UTC,2025-09-04 06:26:06 UTC
ability.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
availability.electrificationtools.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:01 UTC,2025-08-04 14:58:01 UTC
abb.namsharepoint.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:39 UTC,2025-03-26 09:05:39 UTC
cniiq-qms.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
magicinfo.ca.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
crl.ability.pki.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
https://www.stringsizer.abb.com,URL,"",false,false,,,,none,,2024-04-04 11:48:29 UTC,2024-04-04 11:48:29 UTC
remote.app-control.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:31 UTC,2025-09-08 07:18:31 UTC
b2bedi.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:01 UTC,2025-08-04 14:58:01 UTC
*.ch.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:28:30 UTC,2025-03-26 09:05:41 UTC
abbtv.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
*.abb.com,WILDCARD,,false,true,,,,critical,,2022-07-19 15:25:58 UTC,2025-03-26 09:05:41 UTC
integration.icare.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
*.abb.in,WILDCARD,,false,true,,,,critical,,2023-11-29 07:37:08 UTC,2025-08-18 07:16:44 UTC
accessmanagement.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
containers.electrificationtools.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
mt.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
factory-tour-stotz-kontakt.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
sensorfact.co.uk,URL,,false,true,,,,critical,,2026-07-01 10:22:59 UTC,2026-07-01 10:22:59 UTC
buildingsolutionsebooks.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
api-cr04.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
*.abb.se,WILDCARD,,false,true,,,,critical,,2023-11-29 07:37:44 UTC,2025-07-14 07:25:19 UTC
apm.r22.2.mt.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
dis.motorprojects.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
dk.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
industrialsolutions.chit.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
auth.service.accept.evcharging.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
login.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
dashboard.electrificationtools.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
my-measurement-assistant.marketplace.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
mapptst.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
emob04.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
myexcitation.industrial-automation-service.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
connectedservices.robotics.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
mobile.mylearning-self.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
online.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
buildings-productscanner.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
fracas.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:09 UTC,2025-09-04 06:26:09 UTC
quotations.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:31 UTC,2025-09-08 07:18:31 UTC
lt.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
http://motorsrd.baldor.abb.com,URL,,false,true,,,,critical,,2025-09-18 08:49:59 UTC,2025-09-18 08:49:59 UTC
customer-service.motors.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
materialbarcode.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
mfiletransfer.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
*.gb.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:30:53 UTC,2025-03-26 09:05:41 UTC
industrialsolutions.ex.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
proservice.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
mobile.mylearning-americas.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
oversea-uat.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
apim.masterdata.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
asccenhancement.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:12 UTC,2025-03-31 17:15:12 UTC
idg.ch.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:04 UTC,2025-09-08 07:12:04 UTC
nas-saperp.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
at.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
ceqe.t3.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
nas-fiori.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
fr.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:09 UTC,2025-09-04 06:26:09 UTC
genixamtspec.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:58 UTC,2025-09-08 07:11:58 UTC
api-iot-ci02.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
msp20.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
analyst-visit.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:39 UTC,2025-03-26 09:05:39 UTC
au.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
*.ability.abb,WILDCARD,,false,true,,,,critical,,2023-11-29 07:30:35 UTC,2025-07-14 07:25:19 UTC
configurator.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
origin-kfd21mg05h-wstst.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
oos.pdc.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
emea01.solstice.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
hublite.service.evcharging.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
ch.shop.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
gw.smartsensor.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:59 UTC,2025-09-08 07:11:59 UTC
configurator.eu.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
collab-edge.nl.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
ch.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
ideation.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:04 UTC,2025-09-08 07:12:04 UTC
backoffice.evcharging.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
oauthproc-cr01.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
cbh-digital-ci01.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
playsecure.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
platforminsight.sitemanager.ability.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
guaranteemanagement.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:58 UTC,2025-09-08 07:11:58 UTC
efatura1.abb.com.tr,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-07-14 07:25:19 UTC,2025-07-14 07:25:19 UTC
motion365lite.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
mall.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
*.busch-jaeger.nl,WILDCARD,,false,true,,,,critical,,2023-11-29 07:27:31 UTC,2025-07-14 07:25:19 UTC
ct.el-sales.ca.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
cndmx-equipment.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
microsites.baldor.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
king.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
edit.news.e.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:06 UTC,2025-09-04 06:26:06 UTC
origin-fplebg8e7m-ws.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
moldmonitoring.it.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:54 UTC,2025-09-08 07:17:54 UTC
api-ci01.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
dormann-foundation-applications.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
acs580mv-installedbase.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
asset.sitemanager.ability.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:14 UTC,2025-03-31 17:15:14 UTC
id.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:04 UTC,2025-09-08 07:12:04 UTC
be.shop.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:35 UTC,2025-09-08 07:17:35 UTC
oauthproc-cr02.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
mon.cn.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:54 UTC,2025-09-08 07:17:54 UTC
hafonorm.configurator.nl.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:59 UTC,2025-09-08 07:11:59 UTC
fiori.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:09 UTC,2025-09-04 06:26:09 UTC
insider-trading-prevention.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:35 UTC,2025-09-08 07:17:35 UTC
main.online.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
edcs.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:16 UTC,2025-03-31 17:15:16 UTC
cn-s-zevplp2.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:04 UTC,2025-08-04 14:58:04 UTC
industrialsolutions.br.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
ete.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
http://baldorconfig.abb.com,URL,,false,true,,,,critical,,2025-09-18 08:46:52 UTC,2025-09-18 08:46:52 UTC
issue.is.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
in.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
dpes.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
motors-cmms.pl.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
is.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
electrification.trainingplanner.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
drives.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:16 UTC,2025-03-31 17:15:16 UTC
group.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:58 UTC,2025-09-08 07:11:58 UTC
osprzet-elektroinstalcyjny.pl.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
*.abb.fr,WILDCARD,,false,true,,,,critical,,2023-11-29 07:36:49 UTC,2025-07-14 07:25:19 UTC
ccrp.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
apc.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
itct.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:36 UTC,2025-09-08 07:17:36 UTC
*.fi.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:28:51 UTC,2025-03-26 09:05:41 UTC
disha-bms.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
*.ru.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:32:02 UTC,2025-03-26 09:05:41 UTC
geo.eu.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:58 UTC,2025-09-08 07:11:58 UTC
rancher.electrificationtools.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:31 UTC,2025-09-08 07:18:31 UTC
industrialsolutions.ru.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:06 UTC,2025-09-08 07:12:06 UTC
sensorfact.fr,URL,,false,true,,,,critical,,2026-07-01 10:26:50 UTC,2026-07-01 10:26:50 UTC
plungeranalysis.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
*.pdc.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:32:56 UTC,2025-03-26 09:05:41 UTC
ascc.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:12 UTC,2025-03-31 17:15:12 UTC
external.elsp-processmgmt.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
eleai.cloudintegration.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
ext01.xe.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
