identifier,asset_type,instruction,eligible_for_bounty,eligible_for_submission,availability_requirement,confidentiality_requirement,integrity_requirement,max_severity,system_tags,created_at,updated_at
*.cirrus.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:29:38 UTC,2025-03-26 09:05:41 UTC
de.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
aedxb-zgw0.ae.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
cniib-lims.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:38 UTC,2025-09-04 06:25:38 UTC
ocppauth.evcharging.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
*.abb.cn,WILDCARD,,false,true,,,,critical,,2023-11-29 07:36:15 UTC,2025-07-14 07:25:19 UTC
externalaccess.adaptive-execution.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
connectcdn.e.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
masterdata.cloudintegration.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
electrification.equipmentmanagement.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
api-cr02.abilityplatform01.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
otc.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
oversea-prod.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
gwa001.it.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:59 UTC,2025-09-08 07:11:59 UTC
inet-apps.th.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:06 UTC,2025-09-08 07:12:06 UTC
portal-cr03.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:29 UTC,2025-08-04 14:56:29 UTC
industrialsolutions.mx.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:06 UTC,2025-09-08 07:12:06 UTC
rcm.motors.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-18 07:13:05 UTC,2025-08-18 07:13:05 UTC
mo-engineeringvault.gb.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
factory.qualitycontrol.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
app-access-manager.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
engineering-support.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
external.productinformation.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
origin-xvkbf60trh-ete.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
genixdatalyzer.measurementservice.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:58 UTC,2025-09-08 07:11:58 UTC
eai.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:16 UTC,2025-03-31 17:15:16 UTC
nizke-napeti.cz.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
index.library.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
auth.service.evcharging.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:01 UTC,2025-08-04 14:58:01 UTC
resources.news.e.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:31 UTC,2025-09-08 07:18:31 UTC
annualreport2015.e.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
origin-h1etu47ya3-qbox.ch.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
industrialsolutions.asean.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
datacenter.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
go.insideplus.playground.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:11:58 UTC,2025-09-08 07:11:58 UTC
fivaa-s-te00141.fi.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:09 UTC,2025-09-04 06:26:09 UTC
nema-competitorxref.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
packages.stg.optifact.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
checkout.eu.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
conditionmonitoring.traction.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
erepair.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
india.ciif.events.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
*.it.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:31:12 UTC,2025-03-26 09:05:41 UTC
motion.access.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
*.motors.abb.com.cn,WILDCARD,,false,true,,,,critical,,2023-11-29 07:33:56 UTC,2025-03-31 17:15:17 UTC
b2b.ru.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:01 UTC,2025-08-04 14:58:01 UTC
nettstasjon.no.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
ocpp.evcharging.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
mobileconnect.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
sensorfact.eu,URL,,false,true,,,,critical,,2026-07-01 10:26:22 UTC,2026-07-01 10:26:22 UTC
new.almglobal.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
ar.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:12 UTC,2025-03-31 17:15:12 UTC
http://vip4.baldorvip.com,URL,,false,true,,,,critical,,2025-09-18 08:45:08 UTC,2025-09-18 08:45:08 UTC
products.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
app.moldmonitoring.it.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
energy-assessment.gb.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
et.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
pa-windchill-plm.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
provisioner.collaboration.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
license-service.drives.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
http://gatewaytest.baldor.abb.com,URL,,false,true,,,,critical,,2025-09-18 08:48:36 UTC,2025-09-18 08:48:36 UTC
portal.backoffice.buildings-maintenance.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:29 UTC,2025-08-04 14:56:29 UTC
invoices.vn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:36 UTC,2025-09-08 07:17:36 UTC
oversea.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:28 UTC,2025-09-08 07:18:28 UTC
idp.motorsales.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
motorcustomerregister.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:24 UTC,2025-08-04 14:56:24 UTC
ie.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:04 UTC,2025-09-08 07:12:04 UTC
electricworks.connect.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
edocuments.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:16 UTC,2025-03-31 17:15:16 UTC
business-process-automation.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
industrialsolutions.it.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
auth.service.accept.evcharging.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:01 UTC,2025-08-04 14:58:01 UTC
americas.fiori.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
drivehelp.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:16 UTC,2025-03-31 17:15:16 UTC
file.icare.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
industrialsolutions.fr.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
hu.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:04 UTC,2025-09-08 07:12:04 UTC
cataloghi.it.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
ocpp.accept.evcharging.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
help.service.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
remote-service.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-18 07:13:05 UTC,2025-08-18 07:13:05 UTC
industrialsolutions.uk.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:06 UTC,2025-09-08 07:12:06 UTC
asia.automotive-summit.events.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:12 UTC,2025-03-31 17:15:12 UTC
*.abb.net,WILDCARD,,false,true,,,,critical,,2023-11-29 07:38:00 UTC,2025-07-14 07:25:19 UTC
pt.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
productid.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
provident-fund.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
corporate-event.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
hub.service.evcharging.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
cloud-connector.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
access.motion.abb.com,URL,,false,true,,,,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
checkout.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
btgs.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
motors-ecocalculator.it.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
http://director.baldor.abb.com,URL,,false,true,,,,critical,,2025-09-18 08:48:18 UTC,2025-09-18 08:48:18 UTC
mobileappsourcecode.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
crt.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
*.baldor.com,WILDCARD,"",false,true,,,,critical,,2022-07-19 15:27:53 UTC,2023-05-15 16:39:01 UTC
pi.industrysolutions-ims.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
loja.abb.com.br,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-07-14 07:25:14 UTC,2025-07-14 07:25:14 UTC
media.automotive-summit.events.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
processindustry-care.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
easycustoms.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:16 UTC,2025-03-31 17:15:16 UTC
electrification.linecards.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
fipo.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:09 UTC,2025-09-04 06:26:09 UTC
industrialsolutions.fi.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:05 UTC,2025-09-08 07:12:05 UTC
open.digital.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
sensorfact.be,URL,,false,true,,,,critical,,2026-07-01 10:21:05 UTC,2026-07-01 10:21:05 UTC
apps.eu.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:12 UTC,2025-03-31 17:15:12 UTC
sensorfact.cz,URL,,false,true,,,,critical,,2026-07-01 10:25:07 UTC,2026-07-01 10:25:07 UTC
api-ci02.abilityplatform02.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
*.abb,WILDCARD,,false,true,,,,critical,,2022-07-19 15:26:30 UTC,2025-07-14 07:25:19 UTC
*.busch-jaeger.at,WILDCARD,,false,true,,,,critical,,2023-11-29 07:27:11 UTC,2025-07-14 07:25:19 UTC
cn-s-zevpxm2.cn.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:04 UTC,2025-08-04 14:58:04 UTC
industrialsolutions.no.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:12:06 UTC,2025-09-08 07:12:06 UTC
*.evcharging.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:33:21 UTC,2025-03-26 09:05:41 UTC
ekipsmartvision.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:06 UTC,2025-09-04 06:26:06 UTC
*.busch-jaeger.nu,WILDCARD,,false,true,,,,critical,,2023-11-29 07:27:53 UTC,2025-07-14 07:19:24 UTC
plm.traction.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
annualreport2014.e.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
edge.genixdatalyzer.measurementservice.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
el-is-projects.pl.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:06 UTC,2025-09-04 06:26:06 UTC
cps.pki.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
algorithmapi.maintenancedata.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
ezlinkconnect.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
nema-productregistration.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
fi.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:09 UTC,2025-09-04 06:26:09 UTC
mylearning-self.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
drives-document-generator.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
combiners.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
electricalsystems.myremotecare.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:07 UTC,2025-09-04 06:26:07 UTC
msoid.baldor.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
nl.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
motormaster.in.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:55 UTC,2025-09-08 07:17:55 UTC
codescan.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
origin-p74eyz6faf-drives.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:25 UTC,2025-08-04 14:56:25 UTC
ar.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:12 UTC,2025-03-31 17:15:12 UTC
cl.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
ftp://ftp.baldor.abb.com,OTHER,,false,true,,,,critical,,2025-09-18 07:02:37 UTC,2025-09-18 07:02:37 UTC
media.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
myvaccine.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
connectivity.evcharging.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
lp-global-plm.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
ceqe.mt.genix.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
clickemailmkt.br.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:03 UTC,2025-08-04 14:58:03 UTC
origin-40caabo01w-accessmanagement.motion.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
daas.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
cn.library.e.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:04 UTC,2025-08-04 14:58:04 UTC
cy.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
jrty.cniib-supplysynergy.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:56:23 UTC,2025-08-04 14:56:23 UTC
mena.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
sandboxlb.cloudintegration.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:31 UTC,2025-09-08 07:18:31 UTC
mail.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:38 UTC,2025-09-08 07:17:38 UTC
access.motion.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:13 UTC,2025-03-31 17:15:13 UTC
collabb.it.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:39 UTC,2025-09-04 06:25:39 UTC
myhr.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:56 UTC,2025-09-08 07:17:56 UTC
login.eu.mybuildings.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
ec.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
bo.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
nz.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
evi.gwa001.it.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
amt.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:05:40 UTC,2025-03-26 09:05:40 UTC
mg.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
arcticupdate.abb.com,URL,,false,true,low,high,medium,critical,technologyl,2025-03-31 17:15:12 UTC,2025-03-31 17:15:12 UTC
https://docusave.baldor.com,URL,,false,true,,,,critical,,2025-09-18 07:00:12 UTC,2025-09-18 07:00:12 UTC
annualreport2018.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
sensorfact.pl,URL,,false,true,,,,critical,,2026-07-01 10:27:35 UTC,2026-07-01 10:27:35 UTC
annualreport2016.e.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-26 09:08:13 UTC,2025-03-26 09:08:13 UTC
fi.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
dashboard.ac500.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
library.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
*.abb.pl,WILDCARD,,false,true,,,,critical,,2023-11-29 07:37:26 UTC,2025-07-14 07:25:19 UTC
ocpp.us.evcharging.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:57 UTC,2025-09-08 07:17:57 UTC
europe.register-value-providers.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
pulpandpaper-industrial-automation-service.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:30 UTC,2025-09-08 07:18:30 UTC
level-selector.us.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:37 UTC,2025-09-08 07:17:37 UTC
*.de.abb.com,WILDCARD,,false,true,,,,critical,,2023-11-29 07:31:46 UTC,2025-03-26 09:05:41 UTC
datacenters.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:40 UTC,2025-09-04 06:25:40 UTC
optifact.robotics.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:58 UTC,2025-09-08 07:17:58 UTC
cnpp-pm.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
mobile.mylearning.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
pe.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:18:29 UTC,2025-09-08 07:18:29 UTC
e-mobility.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:25:41 UTC,2025-09-04 06:25:41 UTC
br.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
media.automatica.events.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-08 07:17:39 UTC,2025-09-08 07:17:39 UTC
enterpriseenrollment.baldor.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-09-04 06:26:08 UTC,2025-09-04 06:26:08 UTC
cnilx-pmc.abb.com.cn,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-03-31 17:15:15 UTC,2025-03-31 17:15:15 UTC
ca.inside.abb.com,URL,,false,true,not_defined,not_defined,not_defined,critical,,2025-08-04 14:58:02 UTC,2025-08-04 14:58:02 UTC
